body_temperature,heart_rate,respiration_rate,activity_level,feeding_frequency,environment_temp,vocalization_freq,stress_level
38.35415312510336,54,12,0.9078046114473945,2,30.56796981646743,7,1
38.199146693885304,101,29,0.5265984301668132,2,29.622477819366253,2,1
39.426139092254466,84,15,0.566174541755478,4,29.960934586319546,1,0
38.493251387631034,111,15,0.17623283815091684,1,19.73258841228622,5,1
37.97114453552205,97,19,0.49866002081865446,3,34.79656813191097,2,0
38.91127245605159,58,31,0.9182086009087742,3,25.840652088565783,2,1
37.88957817501449,55,17,0.558718088107926,1,26.811298009163323,3,0
38.60443179750238,114,15,0.25511636463975806,4,39.92404615528099,2,1
37.52016493806011,47,15,0.031180864134762842,2,22.056794649068703,2,0
37.835906975550785,72,22,0.336301773454068,4,24.85345010269277,4,0
38.59843061793456,113,20,0.572590914064458,2,31.911580197602184,4,1
38.8692332899977,57,25,0.042613288370830116,3,37.01032550475603,3,1
38.585684140594985,74,15,0.6097925772911562,1,18.16952516710078,3,0
38.44217585880588,82,24,0.5234138271181128,1,33.3761451606791,6,1
38.349448152205355,89,17,0.7834354691665709,3,37.957013149888766,5,1
37.76073900481629,42,24,0.02888817227196183,2,25.573115335671726,3,0
38.14007789580265,98,14,0.7808473448187374,4,22.16817307333794,3,0
38.269680614520105,67,34,0.5208770457581069,2,31.943428669373432,0,1
39.02856111310946,85,18,0.37052933277971145,1,21.15184128095729,0,0
38.671809144784234,103,12,0.9653829763588241,4,24.60724366368215,4,0
37.618479922318635,109,22,0.16011954723605304,4,37.42283435224507,1,1
38.662041984697396,86,13,0.5413251190911065,2,29.758313814784437,3,0
38.30745885979184,53,16,0.3209814735924784,2,17.37443166499611,3,0
38.16153899984702,46,35,0.5274863787953358,2,23.242438286159274,3,1
38.805838144420434,113,33,0.5522754525804121,4,30.6816291279344,2,1
39.01549976124797,118,25,0.08944824842484578,3,27.037440928866946,3,0
38.9656400595581,70,24,0.6611351469183497,4,31.508482918789767,5,0
38.08039123838868,90,27,0.6344814959190118,1,34.03603544200851,4,0
38.34539381207439,68,34,0.769467274634464,3,27.015378005117704,4,1
38.665631715701785,54,26,0.090658493659171,3,39.67379215754846,1,1
38.98777256356118,115,14,0.2972585469036878,2,37.86684689184751,1,1
38.26041288107736,64,17,0.6501105997281013,4,16.497685151716407,2,0
38.40717051166809,100,20,0.13673082591560848,1,21.660778443755458,2,0
37.946832512996984,80,14,0.6775982107884423,4,22.5135878077446,4,0
37.90189668795966,108,24,0.05902671082042299,2,19.607258916750265,4,1
38.906262911197096,43,24,0.33493155295962773,4,22.800412576262005,6,1
39.17812001428541,96,33,0.8467111223325191,1,25.620515823386505,6,1
38.46399493920983,70,18,0.7742912903811602,2,16.288774474811444,1,0
39.001766448946015,42,16,0.6447607152270879,4,18.18250590331036,1,0
38.680818012523815,106,19,0.8704584166251012,1,17.406146969837096,2,0
38.17744012269744,89,19,0.7092695441722005,1,16.157923478666266,0,0
38.68069780275421,56,33,0.519375105210803,2,27.037425507540462,4,1
39.26901828323298,99,18,0.9797175003857866,2,23.345077080653624,1,0
38.482086980445025,113,30,0.6948560797893195,3,38.38618074124278,3,1
39.282321827907005,105,18,0.6013671768130031,3,17.569013386043444,2,1
37.19012744795513,114,34,0.40887056095356467,1,38.15088339339181,2,1
38.91095125218761,63,15,0.9024124985790504,2,17.16364043498648,6,1
38.54352353411909,71,21,0.2957090956049928,2,30.480433665110876,1,0
38.350496324767064,58,24,0.009219594210902682,4,21.19325843440801,10,1
38.545880388267754,105,15,0.19674052243235995,4,35.670141162346866,0,1
37.50621554269955,99,30,0.10951749194235916,4,16.536870675999246,0,0
38.39016405608125,105,21,0.31899377417307206,4,38.812703894240634,4,1
38.678556285755874,54,18,0.825878677458455,3,16.181430008322504,5,0
39.23894702237076,74,16,0.6515296853650074,4,21.027831707533345,3,0
38.24086489086318,108,14,0.1689805892337125,2,26.60461815168475,5,0
38.0957531985534,66,33,0.7888217210923385,1,33.901447164155385,1,1
38.249121478207734,46,33,0.5042198660994027,1,38.77781793858422,0,1
38.957701058851036,45,33,0.5127146241182969,1,25.7010607823594,4,1
38.664375554829846,72,13,0.3621121809808733,3,33.932752345446815,4,0
38.23511989811648,97,22,0.8646163648220234,1,33.17906386113097,6,1
38.75663371655668,88,21,0.31832730385579266,3,29.279222382272664,5,1
38.54853877467402,56,34,0.09413976066968865,3,32.27297940252049,1,1
38.98432249526645,81,24,0.3027289939719451,1,15.951667076654447,4,0
38.14897345306132,111,18,0.7153535462678857,3,26.039435022437836,2,1
38.33616892670111,79,21,0.6575818868033289,4,34.64651735150076,3,0
38.30394592343392,85,15,0.18801715355357784,4,26.855528625068274,4,1
37.76824252593394,110,33,0.11178429910494203,4,36.83761460567371,5,1
38.64806013853229,109,31,0.6608657584017463,3,35.84094691411775,1,1
38.630527636089944,107,27,0.6763768356549122,4,36.586150754309145,4,1
38.50255672832123,40,31,0.3661496372105707,1,18.249917140704987,4,1
38.38270643331243,118,17,0.8428013835290797,1,21.103528114151764,1,1
37.79231462897479,91,20,0.9782052037999168,3,15.73993183030326,3,1
38.289677338617324,74,24,0.2056452234493954,3,39.57001817157638,1,1
38.328642741736616,108,18,0.5770687157060284,4,20.90345348541905,3,1
38.09886136538919,44,29,0.005346329003939165,2,24.177333362056054,4,0
38.419357144166995,56,25,0.7130543960262874,1,21.873161180710905,2,0
38.70202542840727,92,33,0.4142821135633178,2,15.994840571135432,1,1
39.44309295060526,91,16,0.19326922690316484,4,21.53145024025271,1,0
38.58728890641592,53,33,0.7522219217643762,3,17.454891655192682,0,1
38.628775195361385,68,24,0.8106487975560807,4,24.85707715961462,3,0
38.46277704211692,47,35,0.1111665011759373,2,39.170602958419394,3,1
37.54061439235048,40,19,0.040995761838033995,4,32.45655930159545,8,1
38.486743062275394,68,26,0.33407844166911727,3,32.672519745197036,2,0
38.53011510497051,75,30,0.6259904657610356,2,26.329398332281382,4,0
39.731621056242645,90,20,0.7934195271886331,4,35.28260026723619,2,1
38.40381951760944,76,17,0.5460624966304577,3,37.70710417293897,4,1
38.6507736711668,108,34,0.5807487763069806,4,39.03875015209552,6,1
38.48264411514738,92,25,0.7998582217528911,4,17.474755568660463,4,0
37.915660981190236,91,34,0.5288433742187594,3,36.99110021616194,3,1
39.07141140725751,51,21,0.6111544902263005,3,20.62707208939652,2,1
38.87596651634339,91,20,0.5162173399765593,4,24.93167254977085,1,0
38.895515973521526,40,28,0.880458233367704,1,23.63692986780066,4,0
38.04530627260263,46,24,0.23551661858508888,4,31.878251002169872,1,0
39.20139715546805,56,28,0.26399358454050936,3,29.948113505844788,2,0
37.79907446860386,82,30,0.12796146160182575,1,17.7276218692009,0,0
38.79342854690014,110,24,0.8194667514944217,3,34.57056573786292,6,1
39.59522781290499,56,20,0.41177729056235735,4,25.991135045037403,1,1
38.004731837434655,98,12,0.3478939408812438,2,15.055546083241168,3,0
38.21685113519862,42,12,0.9813487170871562,3,25.362581671520783,2,0
38.54982568254382,68,16,0.9268033664397854,3,27.90828939367978,2,0
38.2482621729419,61,19,0.9719876821247614,2,16.72186713020573,2,0
37.72466828446694,77,29,0.14229899675869284,3,18.77838148540504,0,0
38.534281487403014,93,15,0.8912518131481663,3,39.839304287271524,4,1
37.968848143136945,89,33,0.3287095993874515,3,36.77988505056214,3,1
38.73679621531759,108,12,0.012656770211862511,2,18.333185483666195,7,1
38.0402878828831,69,26,0.39129833598306873,4,29.507734992406412,0,0
39.27496720250877,62,31,0.5091963531380597,3,24.48108243043358,5,0
38.10837335383188,86,15,0.10822042356740535,1,28.593510217497993,2,0
38.33896924189716,60,20,0.5376776168742563,4,26.76337983918468,3,0
38.90675860868483,59,33,0.8194635841767315,4,16.203723125642117,4,1
37.884567841783024,62,35,0.377650950839194,1,22.885507774769575,1,1
38.61372996730206,107,31,0.3526448065343022,1,18.13801455070317,2,1
39.15357137714121,60,21,0.3388104202306774,1,27.22420230726869,6,1
37.696258382719385,60,35,0.9230944458836919,2,37.68291799948858,2,1
38.592316929266154,40,26,0.0487580987901991,3,39.8883193142386,2,0
38.62994139712421,54,14,0.4450761419929553,4,38.60632671206179,1,1
38.890911435888654,56,13,0.26459945414971686,1,39.64242812437025,4,1
37.88152464456096,90,33,0.8938070253874942,3,15.38115789450888,2,1
37.83977169345786,102,16,0.09605226358380392,3,33.236174461100696,3,0
38.76097078280845,53,35,0.4114427666804108,2,21.823720254413406,2,1
38.64849233661659,98,12,0.4068161520310857,4,36.640449456728426,2,1
38.62524642517294,89,22,0.8883944175470226,3,35.343337265601065,4,1
38.673224104748485,73,23,0.21549344504096946,1,25.591864397073852,4,0
38.159987639210755,45,14,0.6448954103016111,1,26.831516877578938,3,0
38.6161268485805,88,34,0.13440612688778908,2,21.62729172481347,4,0
38.64653623664934,45,27,0.9539757140805427,1,22.22010090550755,4,0
38.142824290986816,108,25,0.5930149592722859,1,39.52936058401211,3,1
39.432887255572375,46,23,0.6262567303206703,2,37.22132221675436,1,1
38.736916460455895,116,31,0.4337734016604722,2,19.79672430287437,2,1
37.90434825139867,90,27,0.34228271266632226,1,21.888116946623324,3,0
38.828276804316914,40,32,0.2126764294948763,4,17.7161998265565,0,1
38.01265916488634,52,19,0.6039877538322589,4,39.721769574492285,3,1
38.89354230187123,82,28,0.954561745348238,2,37.6802462632637,2,1
39.079297789503705,66,28,0.359790954092403,4,28.802449674684937,5,0
38.08965884082414,110,18,0.8831568886620542,4,32.32232759867814,1,1
38.98168806462216,42,26,0.14877631284724968,4,33.698673489766364,0,0
38.706390463468246,97,20,0.9361260208818007,2,20.095280686505625,1,0
38.911030079997246,56,15,0.35048628389807657,4,38.366658433278936,2,1
39.448396491326974,84,19,0.37972721159334566,1,28.168567843040414,2,0
38.377305941998564,117,21,0.46284225703432824,1,17.311288437510672,2,1
38.123131917821254,97,26,0.7182442699476502,2,24.927065195841728,5,0
38.05524278518724,95,34,0.7196534336890352,4,30.041163904414173,4,1
38.09209485751728,93,29,0.47958858471966526,3,23.82057978666758,3,0
38.461449145292946,68,25,0.5231528993139359,3,32.48011069379578,5,0
38.67057598740832,93,16,0.03001048777414117,1,37.05124951019887,3,1
38.638345399665006,66,20,0.30429670155832567,1,34.2973031095533,5,1
38.91359162451801,84,24,0.34601707423060946,3,31.0664505024326,3,0
38.50650094593895,70,30,0.5587272687257594,2,27.80393703529163,4,0
39.22676703857866,75,22,0.5582997673713045,4,21.361587144697832,2,0
38.367671583381025,100,23,0.7098997977278731,3,26.373654124935832,5,0
39.86008458329481,76,14,0.7170272962180809,4,22.323822678454427,1,1
38.8128336738825,106,13,0.235210724212083,3,38.35058452724312,4,1
38.07142122179186,75,34,0.7701871511048247,1,37.68277892466652,2,1
37.96455375096944,44,33,0.01960356804628205,4,18.895659582589488,3,1
38.74123620762159,85,26,0.7161618846067205,2,35.5655055298555,4,1
38.388268607337075,118,16,0.1020611035194231,4,32.57286741889351,3,0
38.857000247046045,91,18,0.729648208421219,4,39.380293014015116,2,1
38.73661881228677,88,15,0.5271180905684043,3,26.582664215004463,3,0
38.46358554367156,45,16,0.43725450068309213,2,33.05435928535958,8,1
38.076603140965794,49,27,0.690666389761429,1,27.94709800320941,3,0
37.74257638765707,62,26,0.03637083374723271,4,16.735012417308894,3,0
38.27674252396649,56,27,0.22347032567557834,4,16.169118743419194,3,0
38.928199397161734,83,15,0.616440142467654,3,18.052786071994646,5,0
38.607046872065105,80,17,0.847215406630818,1,22.404776596310423,2,0
37.87713061064401,54,29,0.38110763694511696,3,21.477827645296884,4,0
38.58659046292559,83,14,0.2587614726335571,2,33.2081667176475,2,0
38.692658689864416,97,33,0.5187364357889943,1,32.89806837305311,4,1
38.05807128189943,89,35,0.6223152523868414,2,39.2848644962343,4,1
38.57686255297276,91,16,0.42010303140574645,3,22.759770636059905,2,0
38.529104359223,109,13,0.876710682659755,1,38.46130209451482,4,1
37.928514851084685,107,34,0.5234387088600134,2,30.321265087193378,3,1
38.67889368017414,102,27,0.035823587570585014,2,27.38271777475301,5,1
38.78039226318412,97,17,0.22305395470619038,3,31.696034445330397,6,0
39.04152562158764,62,26,0.45064703091781455,1,32.56888628963967,5,0
39.02690102601745,83,29,0.6977255190169334,2,19.298225721481035,3,0
37.81116531602145,83,17,0.21975224379258884,4,33.79288758838143,1,0
38.03108748004244,91,24,0.9762574397174211,1,33.12931911167441,5,0
38.75751763360433,106,35,0.3185582581880835,1,39.93830709871948,3,1
38.756892975456104,67,24,0.5324802068605884,4,37.79869451681189,3,1
38.757523843153024,106,12,0.018966384731041175,1,32.11650579210729,4,1
40.42636574532736,117,27,0.8848907214308044,1,32.80909282741632,1,1
38.78544525534658,57,15,0.7888346535251834,4,38.64964084586463,3,1
39.0677828200903,66,28,0.19545800429559268,3,39.17945682460437,4,1
38.9770008817466,90,29,0.9332366912398429,2,35.674129930378186,3,1
38.8256956256529,99,27,0.31583976379740464,4,34.18483863767902,2,0
38.342365377679826,113,12,0.6921862883801171,1,17.784145584122278,3,1
38.879484610246635,88,17,0.8189763180165999,2,35.758054787015894,4,1
38.11358739273121,54,22,0.7409144612371809,2,21.329891961394765,4,0
38.38159069663,112,17,0.9175827840298412,2,29.09460740048032,2,1
38.257318226085445,107,28,0.8642747603407085,3,25.134311760945884,2,1
38.540937069693165,54,15,0.9946115140916101,1,23.640182515931023,2,0
39.65732928333676,90,25,0.18261141257614555,1,22.7562500366765,2,1
37.56636740370413,87,25,0.30476180122670005,2,36.38567701643724,4,1
38.843130095187256,111,31,0.63622586743163,2,34.22840301679611,0,1
37.693642064405175,40,19,0.7330471858915837,3,28.086218810217538,4,0
38.264034067105285,46,33,0.5346050545557092,3,31.612012346611422,3,1
39.04447529848368,92,13,0.07392836488661492,2,39.61319875860022,3,1
38.53214000954773,70,16,0.841595226800382,1,24.938378394448577,3,0
37.961127611035344,57,15,0.960874356021272,4,28.777515150239374,2,0
38.142348145370015,51,21,0.40551684382639475,3,28.338092814362135,6,1
38.83979887446734,87,31,0.22481248169884605,1,38.399309378793376,3,1
38.134816684141434,69,35,0.019313754962087537,3,23.789060440271477,2,1
38.60822929479099,46,32,0.23729903609358527,1,39.65636875544364,4,1
38.52278591995191,42,14,0.6999187748384222,2,22.617440339329622,4,0
38.17419982619709,102,27,0.9115893876727305,3,17.722675883100802,3,1
39.571972044662665,45,21,0.09351306643176582,4,19.7843386310514,4,1
38.816959511159006,54,26,0.5532591871619299,2,25.655533546605454,4,0
37.487428706671196,110,15,0.6955312485118323,3,31.243898745831185,5,1
38.59322715738471,82,12,0.2763808211062686,2,27.92063050060049,3,0
38.16910676761581,57,33,0.569897039170302,4,24.406954414361113,4,1
38.92621666739811,61,26,0.7152484260057729,3,29.050831642669394,1,0
38.10373963078365,100,21,0.8377192431353768,3,35.97015690786671,0,1
38.44263177926655,100,31,0.4524998508199809,3,35.973275690962,5,1
38.752493639490226,92,33,0.7478572189189606,1,33.155697204555764,1,1
38.93287759708506,65,29,0.3017829717398497,1,38.81121145608356,4,1
37.89985179647211,79,27,0.21304674677215862,3,29.75511668594595,2,0
38.33274938207953,47,32,0.18731374609066742,2,15.191440941352225,6,1
38.262527344419524,60,20,0.3588727318257262,2,22.27324082030394,3,0
38.173335383713145,82,35,0.03587968178884904,3,23.205567612252516,2,1
39.38272712014055,60,30,0.2829918376652497,4,28.683151932584195,3,0
38.70249085548048,42,28,0.6522228244432282,4,37.622236784687054,3,1
37.86955802283248,70,21,0.6479190471601367,4,35.95287408857735,1,1
38.95893097352739,66,30,0.07355380649149124,1,20.804324632707697,5,0
39.561078098506314,66,19,0.28741561708062013,1,27.98475589860173,0,1
39.016232630275574,112,30,0.5695576646779217,1,31.47871588572404,2,1
37.74031501702299,96,16,0.31855213750310285,1,39.687788515778685,3,1
38.25788296356687,72,13,0.4179880241888735,2,15.7825704840077,2,0
39.13345557459331,83,26,0.712810757115764,3,26.59693291925799,2,0
38.14616526719061,82,28,0.009266829456630044,3,39.702716350193,4,1
38.721909714073114,70,21,0.27639354408843053,3,39.43014492570238,4,0
38.88731702671467,104,32,0.14237224378501667,2,23.26816293994073,3,1
38.036534764210955,115,32,0.12760918276449174,4,15.000418406448368,3,1
38.4702373219691,56,33,0.959040216447247,4,29.66836462380835,3,1
36.879366329965464,54,13,0.37656033156241775,1,36.673471269822265,2,1
37.98780617933286,73,20,0.5270885849096398,1,23.10743060444723,4,0
38.37371592430342,119,13,0.7338218870696326,2,38.356749120844256,6,1
37.876108409017576,43,29,0.04744747486005019,2,23.317560927781575,3,0
39.31620565196582,111,23,0.24102263855769834,4,30.255032999314228,0,1
37.78492931101968,118,26,0.8321477873437125,3,33.05115182954088,0,1
38.279977756651505,67,32,0.8619906131778811,3,23.63539411238404,5,1
38.565370288643045,112,31,0.37295092064080204,2,23.805160300482,5,1
39.22063664453306,41,17,0.37486159965176824,2,26.749870742094352,2,0
37.78206892441028,56,29,0.7568968771088819,2,35.880585702614376,2,0
39.08158187607748,97,24,0.29507022674986916,1,17.52126918905571,4,0
38.505116530509795,113,15,0.11709408113999809,3,30.78698463496979,1,1
38.00924567447603,48,23,0.25753545024058344,2,31.9336982327315,2,0
38.73105173713164,70,20,0.3873447316357749,2,28.946818999728414,6,1
38.599529847786734,105,13,0.052204709595098264,1,38.39595968439056,2,1
38.1998915614206,101,27,0.4786802542001748,2,30.049767923363667,4,0
38.53490104249501,58,12,0.7400075127727784,3,30.864418776925937,5,0
38.30734320156912,113,15,0.5137451444804616,1,29.994000697871005,1,1
38.55675867262563,94,26,0.07189534051450697,2,33.05046937320418,2,0
38.831065337260526,67,31,0.4401496313459585,3,18.385235391347365,5,0
39.29300840807267,89,12,0.7089046080428327,3,37.35690808810767,4,1
37.881092250586576,104,31,0.05809665399018993,1,16.062308072976332,1,1
39.56651668732813,42,26,0.05984718972688852,3,31.018599001349557,3,1
37.52395610023875,118,14,0.37060140318098267,1,30.387023305077697,7,1
38.42410745248221,91,24,0.1949639641237091,3,20.203028185666337,5,0
38.79415860324229,49,29,0.9347807913084204,2,16.017774342103415,0,0
38.64049593386752,60,24,0.5813436037397431,1,18.47088492620273,1,0
38.1886502400897,76,21,0.2873253994058962,3,21.79180137378054,5,0
38.39593887482136,54,31,0.7047767291149508,1,37.0526422639761,4,1
38.25349953267058,117,35,0.37492905135932886,3,36.393360104499756,1,1
38.2053176215279,118,18,0.13211564437901002,1,16.596389356651294,3,1
38.92480104851051,113,19,0.2372322298435804,2,22.231700200767122,2,1
38.678507742982525,48,12,0.6427472844593757,1,37.232906081226346,1,1
38.15354520236967,83,29,0.05187610599699166,1,20.916475711115506,6,1
38.94979993771663,78,23,0.2726890400480637,2,39.89913259552217,1,0
38.653649760438306,44,29,0.20831147764217461,3,21.421004894682664,1,0
38.90643105941948,64,35,0.201135110676532,4,33.47783141677499,4,1
38.81481442096181,95,23,0.6827624119759711,2,25.42647933928484,3,0
38.085502494538964,103,31,0.8258169167543645,1,18.406113801113115,2,1
38.21990947990152,111,20,0.7158666080642587,2,21.378865333220098,2,1
38.87364680256163,91,13,0.6457278158005122,2,31.877951890536284,5,0
38.80518513271673,115,25,0.916451771817864,1,23.42641005091125,5,1
38.48954920301792,48,15,0.05839238042429684,1,30.103205515011958,3,0
38.55866369165439,49,26,0.16748308597624073,4,20.13827606922399,0,0
39.13883244789421,49,28,0.41440685567053215,2,26.21452430457002,1,0
38.204214305582084,112,30,0.3724516435038677,1,27.806144507105635,1,1
38.77354869058502,101,17,0.41805160296302246,3,25.31961408285811,1,1
38.39890367378305,99,20,0.20645490504270603,3,19.947950783764846,0,0
38.39115939838639,58,28,0.14950331558022834,3,26.53883811516844,1,0
39.0493884259936,77,26,0.509193247457928,3,32.32251401347576,3,0
38.912708174494014,45,16,0.9280525240687937,2,39.12264157064652,5,1
38.906754818000316,54,29,0.39196946234991703,2,34.73804051194874,4,0
39.152739403577165,86,34,0.04335321411952808,4,19.03676203797616,0,1
38.51050192081638,84,15,0.7061673428895245,2,21.8175462450885,1,0
38.84097648564748,44,32,0.29110490552717494,1,16.97059738633375,2,1
38.344866621703275,117,35,0.2450950073048921,4,18.391238106501948,3,1
38.662083176244224,92,13,0.32425800069796207,2,21.26707412171119,2,0
38.43492847281616,105,30,0.7238155239078763,2,19.9881841574555,0,1
38.54849798249636,101,16,0.8188193868703041,1,20.341231269165917,4,1
38.79757851271846,62,15,0.5880560673389637,1,20.7692556609822,2,0
38.09088965838326,83,16,0.3224787537195516,1,22.516967394590285,6,1
39.54619363784273,91,30,0.3104782331172782,3,18.13965171566897,3,1
37.99699130925015,85,24,0.12430834990546302,2,21.945874595457376,4,0
37.89290569360613,58,27,0.9333010482351946,2,32.21029568205141,3,1
39.07905543675003,86,23,0.6381393989688195,2,20.910024995636444,2,0
38.89583134698147,91,20,0.026974619855864024,4,19.295960691317184,2,0
38.81205990852608,63,35,0.6623670951866807,4,16.69239155461152,5,1
38.81417275463214,56,27,0.4471534241935079,4,27.49928715492596,0,0
38.493876613576546,85,25,0.9725579630469194,4,36.04956819680691,1,1
38.051372814257086,103,33,0.819068824806407,4,16.475416106593542,3,1
38.53790227909686,67,12,0.17131575383279818,1,28.55815068095373,3,0
38.16141914424394,89,31,0.7201111188748665,4,31.265472885562453,1,1
38.98755986670888,103,34,0.4855660038352634,2,29.811541419471098,2,1
38.42647130924893,67,32,0.18704516366992818,3,36.94058008914628,6,1
38.087251401603744,95,15,0.6987399073299491,2,36.65988950521408,4,1
38.3393070791735,98,20,0.5473875786942454,2,16.432689813211482,1,0
38.70646572713781,44,35,0.030373878771570495,1,24.023599230592172,2,1
38.21813772359801,93,30,0.6465879505288259,3,31.770745762443816,3,0
38.088889802216784,83,25,0.6349870898624407,2,38.81111638731328,2,1
38.62184360574596,81,33,0.14408516105146263,1,35.1171199113263,3,1
38.62248328555436,111,23,0.3489877269966929,3,19.414732763345484,1,1
38.24652841231443,96,15,0.5858989707510399,3,21.980220943682486,3,1
38.26448084719084,86,18,0.13878301410672989,1,34.08984659059347,3,0
38.616024968678815,115,28,0.8527233778347565,4,26.786871181816892,1,1
37.77595782925134,64,12,0.02748604628770379,1,28.68256105055385,1,0
37.796268112811724,83,25,0.10283741496935495,1,30.224495504392678,5,0
38.14077788937378,54,26,0.11610691985488408,4,17.582287943143484,3,0
38.39327642414408,90,23,0.5281071259750552,1,36.39905083583135,4,1
38.655453782799,92,23,0.6201140121686253,1,36.57836098441818,6,1
39.237678108474775,73,17,0.40374079650148653,1,26.70598610320918,2,0
38.92882981160101,116,24,0.2886668276681662,2,30.67113046251658,4,1
38.42003073501829,47,27,0.8093173756255574,1,31.497603000637255,2,0
38.49049189604865,116,25,0.06828598372642014,1,19.743064618247104,3,1
37.998735317681096,109,18,0.2802918611327917,3,17.814620711656985,6,1
38.4907434320038,60,27,0.03911557880397076,3,15.516823660093756,0,0
38.35567068053993,46,34,0.013890134966268008,3,37.82204566944003,7,1
38.661359280169044,118,20,0.35337988693220124,1,23.642832223617283,3,0
38.08638452822384,95,25,0.194823662444932,4,17.145773375275077,2,0
38.75967325712059,88,35,0.26836585483824626,1,26.644999462449288,4,1
39.26636945650129,81,18,0.8209471574549682,2,16.890627833654378,3,0
38.445619925771574,62,23,0.16298009624922138,2,17.131268820173872,3,0
38.70085586104947,91,14,0.7802333671518009,2,27.22213364261313,2,1
38.845071995855555,118,25,0.6750506231463635,2,27.72091649291588,4,1
38.29938976405708,92,30,0.3264455251408327,1,29.503577133197766,2,0
38.61204624090521,55,22,0.5465561451762878,3,31.407787000215045,2,1
38.5062962003909,76,16,0.4444356097745388,1,31.70668425447798,4,0
38.548838049274416,57,34,0.12839531549766536,1,25.82491718878794,0,1
38.113495108072264,59,24,0.9071853217341757,1,31.088326463434406,3,0
38.512255087129475,85,21,0.5696179675857601,1,22.618493905362897,3,0
38.748999145622726,41,18,0.8802400457954549,4,26.032704778878447,4,0
39.22557180389752,102,28,0.8238265118132903,3,24.83317621330701,2,1
38.9796354130426,42,27,0.07977592530942323,3,23.227750030465913,0,0
39.57659122875578,85,19,0.20727066601845245,2,20.964270640274155,1,1
38.116326218555976,88,28,0.1452611143748308,1,16.96147501352183,1,0
38.936160318360336,40,24,0.8307795327869187,2,27.647761944642394,2,1
38.59167100286918,61,22,0.8624466264552023,3,28.43220465514737,2,0
39.59490146660884,53,31,0.5279715098083659,3,23.40387610255142,2,1
38.095850857322425,84,29,0.10417807250800692,2,39.39609657588615,3,1
38.08013907890961,45,16,0.1356166185430162,3,28.924030257661457,2,0
38.20030367727799,104,17,0.8135488124382674,3,37.22526297288095,8,1
37.4380521378451,60,31,0.9291901365293302,4,29.252132738040494,6,1
38.23712248915962,43,25,0.19947568511065672,1,19.747896324291528,3,0
38.120433669223154,42,23,0.01113757647217306,1,39.365563490048,3,1
38.5751968932381,69,15,0.3309529051507779,3,37.13337526122619,3,1
38.67087798788858,70,18,0.030499389647881348,3,26.781841960941826,2,0
39.438085419607944,73,22,0.827974916078038,4,21.07644729518286,2,0
38.97521191909303,59,31,0.4915122572262516,2,20.56674040662127,2,1
38.2115481721688,93,13,0.6418607787630198,4,35.150510679156405,5,1
38.05079266432582,64,15,0.41148487613654217,4,16.727965286281485,2,0
38.745959585753255,54,18,0.3455075470124819,2,30.951509535338722,5,0
37.83988339648968,77,12,0.22220041307608485,3,31.00337308854588,3,0
39.415729382927175,62,26,0.7705325470381457,1,19.56136369314522,5,0
39.08972006036064,91,31,0.6955475844155293,4,32.62280921086658,1,1
38.265412173947645,105,33,0.36072898449608615,4,32.63515722988703,3,1
37.64343273545456,96,35,0.32111613429918295,1,23.75077168603459,2,1
39.17693618708271,96,19,0.0012428786486790022,4,27.084397817924792,3,0
